StationCode,SampleTime,SampleID,Category_Final,PlasticType_Final,Color_Final,Treatment,SampleDate,SampleTypeCode,MatrixName,MethodName,AnalyteName,LabSampleID,Length.mm,Width.mm,Raman.ID,Remove_Flag,ScreenSize,Volume.L
FSSD,B,20170907MMP-Eff-FSSD-125,Fiber,,dark blue,Advanced,2017-09-07,Field,Effluent,Raman,,9,1.022,0.023,,Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fragment,,black,Advanced,2017-09-07,Field,Effluent,Raman,,23,0.362,0.057,,Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Film,Inorganic natural material,clear,Advanced,2017-09-07,Field,Effluent,Raman,Inorganic natural material Film,4,0.18,0.151,Philipsite (mineral),Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fiber,Anthropogenic (cellulosic),dark blue,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (cellulosic) Fiber,1,1.11,0.019,Cellulose + Polar Blue (composite),Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fragment,Anthropogenic (unknown base),red,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fragment,24,0.509,0.114,Mars red,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fragment,MMA-butadiene-styrene,white,Advanced,2017-09-07,Field,Effluent,Raman,MMA-butadiene-styrene Fragment,20,0.38,0.176,clearstrength 380 (MMA-butadiene styrene) impact modifier,Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fragment,Polyurethane,clear,Advanced,2017-09-07,Field,Effluent,Raman,Polyurethane Fragment,26,0.156,0.128,polyurethane foam or Amberlite or resin,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Foam,Polyvinyl butyral,blue,Advanced,2017-09-07,Field,Effluent,Raman,Polyvinyl butyral Foam,37,0.135,0.082,p-(vinyl butyral),Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Unknown,dark blue,Advanced,2017-09-07,Field,Effluent,Raman,Unknown Fiber,30,1.533,0.017,"no good spectra, carbon peaks from burning",Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fragment,Polyvinyl chloride,white,Advanced,2017-09-07,Field,Effluent,Raman,Polyvinyl chloride Fragment,12,0.149,0.139,PVC,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Anthropogenic (unknown base),black,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,22,0.519,0.023,Diamond like carbon at 532nm,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fiber,Anthropogenic (unknown base),dark blue,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,7,0.995,0.02,pyrocatechol violet,Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,31,4.841,0.013,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fragment,,green,Advanced,2017-09-07,Field,Effluent,Raman,,30,0.288,0.186,,Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fiber,Anthropogenic (unknown base),black,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,36,0.67,0.014,gamma-cyclodextrin,Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fragment,Polypropylene,clear,Advanced,2017-09-07,Field,Effluent,Raman,Polypropylene Fragment,8,0.629,0.312,PP,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fragment,Cellulose acetate,clear,Advanced,2017-09-07,Field,Effluent,Raman,Cellulose acetate Fragment,16,0.374,0.197,Cellulose acetate,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fragment,Unknown,green,Advanced,2017-09-07,Field,Effluent,Raman,Unknown Fragment,26,0.447,0.286,DLC,Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,34,0.44,0.016,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,29,0.66,0.018,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Cotton,clear,Advanced,2017-09-07,Field,Effluent,Raman,Cotton Fiber,19,2.531,0.022,cotton,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fragment,Unknown,white,Advanced,2017-09-07,Field,Effluent,Raman,Unknown Fragment,24,0.225,0.082,no good spectra,Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,21,0.419,0.017,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fragment,Unknown,black,Advanced,2017-09-07,Field,Effluent,Raman,Unknown Fragment,17,0.135,0.124,no good spectra,Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fiber,Cotton,blue,Advanced,2017-09-07,Field,Effluent,Raman,Cotton Fiber,22,1.119,0.016,cotton,Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Film,Polytetrafluoroethylene,clear,Advanced,2017-09-07,Field,Effluent,Raman,Polytetrafluoroethylene Film,9,1.333,0.564,Polytetrafluoroethylene,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Anthropogenic (unknown base),black,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,15,2.24,0.025,Amido Black 10B,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Unknown,clear,Advanced,2017-09-07,Field,Effluent,Raman,Unknown Fiber,6,0.806,0.021,No good signal,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,25,1.329,0.027,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fragment,Anthropogenic (unknown base),dark blue,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fragment,27,0.491,0.02,Levafix Blue E-RA,Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Foam,PVC-acrylic alloy,white,Advanced,2017-09-07,Field,Effluent,Raman,PVC-acrylic alloy Foam,34,0.334,0.207,PVC-acrylic alloy + di-magnesium trisilicate (composite),Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Anthropogenic (unknown base),black,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,39,1.824,0.029,Amido Black 10B,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Anthropogenic (unknown base),pink,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,36,4.207,0.028,acetylacetone,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fragment,Organic natural material,white,Advanced,2017-09-07,Field,Effluent,Raman,Organic natural material Fragment,14,0.235,0.223,mucopolysaccarides,Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Foam,Anthropogenic (synthetic),white,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (synthetic) Foam,13,0.247,0.173,EXL-5375 (impact modifier),Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Anthropogenic (unknown base),blue,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,14,3.331,0.021,Flexo Blau or Levafix Brown E-2R,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,40,2.515,0.017,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fragment,Anthropogenic (synthetic),white,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (synthetic) Fragment,12,0.133,0.098,MS-455 (surfactant) (poor match),Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fragment,Unknown,black,Advanced,2017-09-07,Field,Effluent,Raman,Unknown Fragment,5,0.136,0.093,No good spectra,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,37,0.354,0.018,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fiber,Anthropogenic (unknown base),dark blue,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,10,3.362,0.033,lead oxide + indigo carmine (composite),Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fragment,,white,Advanced,2017-09-07,Field,Effluent,Raman,,33,0.37,0.264,,Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,33,0.417,0.029,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Anthropogenic (cellulosic),clear,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (cellulosic) Fiber,11,2.366,0.026,Cellulose,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,38,0.958,0.021,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,28,0.597,0.033,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fiber,Polyester,dark blue,Advanced,2017-09-07,Field,Effluent,Raman,Polyester Fiber,2,1.528,0.024,Polyester,Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Film,Polypropylene,clear,Advanced,2017-09-07,Field,Effluent,Raman,Polypropylene Film,6,0.171,0.139,polypropylene,Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,41,1.088,0.023,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Polyterpene,blue,Advanced,2017-09-07,Field,Effluent,Raman,Polyterpene Fiber,1,1.031,0.023,Polyterpene or ditridecyl adipate (polymer processing material),Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Cotton,clear,Advanced,2017-09-07,Field,Effluent,Raman,Cotton Fiber,18,1.262,0.023,cotton,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Cotton,clear,Advanced,2017-09-07,Field,Effluent,Raman,Cotton Fiber,13,2.921,0.018,Cotton,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Anthropogenic (unknown base),blue,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,4,0.81,0.018,Solar Blue F,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Anthropogenic (cellulosic),clear,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (cellulosic) Fiber,7,1.307,0.016,Cellulose,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fragment,Anthropogenic (unknown base),blue,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fragment,17,0.968,0.09,cobalt phthalocyanine,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Unknown,black,Advanced,2017-09-07,Field,Effluent,Raman,Unknown Fiber,35,1.756,0.014,"no good spectra, burns at 10% 785 nm; any intensity below this would not have enough energy to produce meaningful spectra",Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fragment,Polypropylene,white,Advanced,2017-09-07,Field,Effluent,Raman,Polypropylene Fragment,11,0.233,0.101,polypropylene,Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Film,Poly(n-butyl acrylate),green,Advanced,2017-09-07,Field,Effluent,Raman,Poly(n-butyl acrylate) Film,15,0.388,0.196,poly(n-butyl acrylate),Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Film,,dark blue,Advanced,2017-09-07,Field,Effluent,Raman,,8,1.278,0.018,,Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Wool,clear,Advanced,2017-09-07,Field,Effluent,Raman,Wool Fiber,10,1.985,0.025,White hair or wool,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fiber,Unknown,red,Advanced,2017-09-07,Field,Effluent,Raman,Unknown Fiber,19,0.569,0.015,no good spectra,Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fiber,Anthropogenic (unknown base),gray,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,31,1.125,0.018,Cadmium orange deep + Amido Black 10B (composite),Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fiber,Anthropogenic (unknown base),dark blue,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,3,1.073,0.016,alpha-cyclodextrin + Amido Black 10B (composite),Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fiber,Anthropogenic (unknown base),dark blue,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,16,0.685,0.027,alpha-cyclodextrin  ,Count,125,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,Cotton,clear,Advanced,2017-09-07,Field,Effluent,Raman,Cotton Fiber,3,0.381,0.03,Cotton,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,27,1.043,0.025,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907-MMP-Eff-FSSD-355,Fiber,,clear,Advanced,2017-09-07,Field,Effluent,Raman,,20,0.714,0.146,10 clear fibers already analysed. Raman spectrum not taken. ,Count,355,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Foam,Polyvinyl chloride,gray,Advanced,2017-09-07,Field,Effluent,Raman,Polyvinyl chloride Foam,25,0.207,0.187,PVC,Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fiber,Anthropogenic (unknown base),dark blue,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Fiber,5,0.469,0.029,Indigo carmine,Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Foam,Anthropogenic (unknown base),white,Advanced,2017-09-07,Field,Effluent,Raman,Anthropogenic (unknown base) Foam,35,0.154,0.153,Anatase,Count,125,8149.98773
FSSD,B,20170907MMP-Eff-FSSD-125,Fragment,,white,Advanced,2017-09-07,Field,Effluent,Raman,,32,0.396,0.265,,Count,125,8149.98773
LABQA,LB2,LabBlank2,Fiber,Anthropogenic (cellulosic),clear,,2017-12-20,LabBlank,Water,Raman,Anthropogenic (cellulosic) Fiber,28,0.9172,0.024,cellulose,Count,0,700
LABQA,LB2,LabBlank2,Fiber,Anthropogenic (cellulosic),blue,,2017-12-20,LabBlank,Water,Raman,Anthropogenic (cellulosic) Fiber,4,3.1542,0.014,cellulosic,Count,0,700
LABQA,LB2,LabBlank2,Fragment,Anthropogenic (unknown base),red,,2017-12-20,LabBlank,Water,Raman,Anthropogenic (unknown base) Fragment,20,0.1566,0.0895,titanium oxide,Count,0,700
LABQA,LB2,LabBlank2,Fiber,Polyester,clear,,2017-12-20,LabBlank,Water,Raman,Polyester Fiber,2,1.0514,0.019,polyester,Count,0,700
LABQA,LB2,LabBlank2,Film,Polyvinyl butyral,clear,,2017-12-20,LabBlank,Water,Raman,Polyvinyl butyral Film,21,0.6487,0.4027,polyvinyl butyral or cellulose acetate butyrate,Count,0,700
LABQA,LB2,LabBlank2,Fiber,Cotton,clear,,2017-12-20,LabBlank,Water,Raman,Cotton Fiber,24,2.3489,0.03,cotton,Count,0,700
LABQA,LB2,LabBlank2,Fiber,Unknown,clear,,2017-12-20,LabBlank,Water,Raman,Unknown Fiber,13,0.9619,0.023,unmatchable,Count,0,700
LABQA,LB2,LabBlank2,Film,Polyvinyl butyral,clear,,2017-12-20,LabBlank,Water,Raman,Polyvinyl butyral Film,12,0.6264,0.3803,polyvinyl butyral,Count,0,700
LABQA,LB2,LabBlank2,Fragment,Polyvinyl butyral,clear,,2017-12-20,LabBlank,Water,Raman,Polyvinyl butyral Fragment,11,0.5369,0.4698,polyvinyl butyral,Count,0,700
LABQA,LB2,LabBlank2,Fragment,Unknown,black,,2017-12-20,LabBlank,Water,Raman,Unknown Fragment,26,0.6264,0.3356,no clear match,Count,0,700
LABQA,LB2,LabBlank2,Fiber,Cotton,clear,,2017-12-20,LabBlank,Water,Raman,Cotton Fiber,7,1.2975,0.03,cotton,Count,0,700
LABQA,LB2,LabBlank2,Fiber,Cotton,blue,,2017-12-20,LabBlank,Water,Raman,Cotton Fiber,25,2.4383,0.017,cotton,Count,0,700
LABQA,LB2,LabBlank2,Fragment,Cellulosic,clear,,2017-12-20,LabBlank,Water,Raman,Cellulosic Fragment,18,0.6264,0.0671,cellulose,Count,0,700
LABQA,LB2,LabBlank2,Film,Polyvinyl butyral,clear,,2017-12-20,LabBlank,Water,Raman,Polyvinyl butyral Film,17,1.0514,0.4027,polyvinyl butyral,Count,0,700
LABQA,LB2,LabBlank2,Fiber,Cotton,clear,,2017-12-20,LabBlank,Water,Raman,Cotton Fiber,15,2.4831,0.024,cotton,Count,0,700
LABQA,LB2,LabBlank2,Fragment,Polystyrene-co-butadiene,white,,2017-12-20,LabBlank,Water,Raman,Polystyrene-co-butadiene Fragment,22,0.1118,0.0895,"titanium oxide and polystyrene-co-butadiene (45% styrene), 2 component match",Count,0,700
LABQA,LB2,LabBlank2,Fragment,Cellulose acetate,clear,,2017-12-20,LabBlank,Water,Raman,Cellulose acetate Fragment,14,0.9843,0.2237,cellulose acetate,Count,0,700
LABQA,LB2,LabBlank2,Fragment,Cellulosic,clear,,2017-12-20,LabBlank,Water,Raman,Cellulosic Fragment,27,1.3646,0.1342,"cellulose, cotton",Count,0,700
LABQA,LB2,LabBlank2,Fiber,Acrylonitrile/PMMA blend,clear,,2017-12-20,LabBlank,Water,Raman,Acrylonitrile/PMMA blend Fiber,1,0.5816,0.029,acrylonitrile/ PMMA blend or acrylate/styrene/acrylonitrile copolymer,Count,0,700
LABQA,LB2,LabBlank2,Film,Polyvinyl butyral,clear,,2017-12-20,LabBlank,Water,Raman,Polyvinyl butyral Film,9,0.783,0.3803,polyvinyl butyral,Count,0,700
LABQA,LB2,LabBlank2,Fiber,Cotton,white,,2017-12-20,LabBlank,Water,Raman,Cotton Fiber,6,0.2461,0.026,cotton,Count,0,700
LABQA,LB2,LabBlank2,Fiber,Anthropogenic (cellulosic),clear,,2017-12-20,LabBlank,Water,Raman,Anthropogenic (cellulosic) Fiber,5,2.6173,0.014,cellulosic,Count,0,700
LABQA,LB2,LabBlank2,Film,Polyvinyl butyral,clear,,2017-12-20,LabBlank,Water,Raman,Polyvinyl butyral Film,8,0.5592,0.4474,polyvinyl butyral,Count,0,700
LABQA,LB2,LabBlank2,Fiber,Anthropogenic (unknown base),blue,,2017-12-20,LabBlank,Water,Raman,Anthropogenic (unknown base) Fiber,3,1.4988,0.023,amido black 10B,Count,0,700
LABQA,LB2,LabBlank2,Fragment,Organic natural material,clear,,2017-12-20,LabBlank,Water,Raman,Organic natural material Fragment,23,0.8501,0.1566,mucopolysaccarides,Count,0,700
LABQA,LB2,LabBlank2,Fragment,Anthropogenic (synthetic),clear,,2017-12-20,LabBlank,Water,Raman,Anthropogenic (synthetic) Fragment,29,0.604,0.4027,PVC additive,Count,0,700
LABQA,LB2,LabBlank2,Fiber,Anthropogenic (cellulosic),clear,,2017-12-20,LabBlank,Water,Raman,Anthropogenic (cellulosic) Fiber,16,2.058,0.021,cellulose,Count,0,700
LABQA,LB2,LabBlank2,Fragment,Unknown,white,,2017-12-20,LabBlank,Water,Raman,Unknown Fragment,19,0.3356,0.179,no good match,Count,0,700
LABQA,LB2,LabBlank2,Fragment,Organic natural material,clear,,2017-12-20,LabBlank,Water,Raman,Organic natural material Fragment,10,0.604,0.2013,mucopolysaccharides,Count,0,700
LABQA,LB3,LabBlank3,Fiber,Anthropogenic (unknown base),dark blue,,2018-05-08,LabBlank,Water,Raman,Anthropogenic (unknown base) Fiber,10,0.8948,0.0224,Levafix Blue E-GRN,Count,0,700
LABQA,LB3,LabBlank3,Fiber,Polyester,clear,,2018-05-08,LabBlank,Water,Raman,Polyester Fiber,6,4.1385,0.0224,polyester,Count,0,700
LABQA,LB3,LabBlank3,Fiber,Anthropogenic (unknown base),blue,,2018-05-08,LabBlank,Water,Raman,Anthropogenic (unknown base) Fiber,12,1.8791,0.0224,Amido Black 10B,Count,0,700
LABQA,LB3,LabBlank3,Fiber,Cotton,clear,,2018-05-08,LabBlank,Water,Raman,Cotton Fiber,5,0.6487,0.0224,cotton,Count,0,700
LABQA,LB3,LabBlank3,Fiber,Anthropogenic (unknown base),dark blue,,2018-05-08,LabBlank,Water,Raman,Anthropogenic (unknown base) Fiber,8,2.5054,0.0224,no good match,Count,0,700
LABQA,LB3,LabBlank3,Fiber,Anthropogenic (unknown base),dark blue,,2018-05-08,LabBlank,Water,Raman,Anthropogenic (unknown base) Fiber,9,0.8053,0.0224,Amido Black 10B (alpha-Cyclodextrin),Count,0,700
LABQA,LB3,LabBlank3,Fiber,Polyester,clear,,2018-05-08,LabBlank,Water,Raman,Polyester Fiber,7,2.841,0.0224,polyester,Count,0,700
LABQA,LB3,LabBlank3,Fiber,Anthropogenic (unknown base),blue,,2018-05-08,LabBlank,Water,Raman,Anthropogenic (unknown base) Fiber,13,3.445,0.0224,Amido Black 10B,Count,0,700
LABQA,LB3,LabBlank3,Fiber,Anthropogenic (unknown base),dark blue,,2018-05-08,LabBlank,Water,Raman,Anthropogenic (unknown base) Fiber,4,1.2751,0.0447,Amido Black 10B (alpha-Cyclodextrin),Count,0,700
LABQA,LB3,LabBlank3,Fiber,Unknown,clear,,2018-05-08,LabBlank,Water,Raman,Unknown Fiber,3,4.4964,0.0224,no good match,Count,0,700
LABQA,LB3,LabBlank3,Fiber,Anthropogenic (unknown base),blue,,2018-05-08,LabBlank,Water,Raman,Anthropogenic (unknown base) Fiber,1,0.8501,0.0224,Indigo,Count,0,700
LABQA,LB3,LabBlank3,Fiber,Anthropogenic (unknown base),dark blue,,2018-05-08,LabBlank,Water,Raman,Anthropogenic (unknown base) Fiber,11,0.6935,0.0224,Amido Black 10B,Count,0,700
LABQA,LB3,LabBlank3,Fiber,Anthropogenic (unknown base),blue,,2018-05-08,LabBlank,Water,Raman,Anthropogenic (unknown base) Fiber,2,4.3174,0.0224,Levafix Blue E-RA,Count,0,700
LABQA,LB4,LabBlank4,Fiber,Anthropogenic (unknown base),dark blue,,2018-06-27,LabBlank,,Raman,Anthropogenic (unknown base) Fiber,17,2.602,0.019,Levafix Blue E-RA,Count,0,700
LABQA,LB4,LabBlank4,Fiber,,dark blue,,2018-06-27,LabBlank,,Raman,,12,1.343,0.021,,Count,0,700
LABQA,LB4,LabBlank4,Fiber,,clear,,2018-06-27,LabBlank,,Raman,,14,1.675,0.025,,Count,0,700
LABQA,LB4,LabBlank4,Fiber,Anthropogenic (unknown base),dark blue,,2018-06-27,LabBlank,,Raman,Anthropogenic (unknown base) Fiber,4,1.846,0.031,Indigo Carmine,Count,0,700
LABQA,LB4,LabBlank4,Fiber,Anthropogenic (unknown base),black,,2018-06-27,LabBlank,,Raman,Anthropogenic (unknown base) Fiber,8,1.321,0.016,Indigo carmine,Count,0,700
LABQA,LB4,LabBlank4,Fiber,Anthropogenic (cellulosic),blue,,2018-06-27,LabBlank,,Raman,Anthropogenic (cellulosic) Fiber,16,3.204,0.019,cellulose,Count,0,700
LABQA,LB4,LabBlank4,Fiber,,blue,,2018-06-27,LabBlank,,Raman,,18,1.322,0.03,,Count,0,700
LABQA,LB4,LabBlank4,Fiber,Anthropogenic (unknown base),black,,2018-06-27,LabBlank,,Raman,Anthropogenic (unknown base) Fiber,5,1.015,0.028,Wofasol Genuine Navy Blue,Count,0,700
LABQA,LB4,LabBlank4,Fiber,,clear,,2018-06-27,LabBlank,,Raman,,11,1.451,0.027,,Count,0,700
LABQA,LB4,LabBlank4,Fiber,,clear,,2018-06-27,LabBlank,,Raman,,10,2.534,0.043,,Count,0,700
LABQA,LB4,LabBlank4,Fiber,Cellulose acetate,dark blue,,2018-06-27,LabBlank,,Raman,Cellulose acetate Fiber,2,1.603,0.023,cellulose acetate,Count,0,700
LABQA,LB4,LabBlank4,Fiber,,clear,,2018-06-27,LabBlank,,Raman,,15,1.859,0.018,,Count,0,700
LABQA,LB4,LabBlank4,Fiber,,clear,,2018-06-27,LabBlank,,Raman,,9,1.609,0.052,,Count,0,700
LABQA,LB4,LabBlank4,Fiber,Anthropogenic (unknown base),dark blue,,2018-06-27,LabBlank,,Raman,Anthropogenic (unknown base) Fiber,7,0.453,0.022,Amido Black 10B,Count,0,700
LABQA,LB4,LabBlank4,Fiber,,black,,2018-06-27,LabBlank,,Raman,,13,0.832,0.016,,Count,0,700
LABQA,LB4,LabBlank4,Fiber,Anthropogenic (unknown base),dark blue,,2018-06-27,LabBlank,,Raman,Anthropogenic (unknown base) Fiber,3,0.973,0.034,Drimaren Navy Blue,Count,0,700
LABQA,LB4,LabBlank4,Fiber,Anthropogenic (unknown base),dark blue,,2018-06-27,LabBlank,,Raman,Anthropogenic (unknown base) Fiber,6,2.029,0.031,Mortoperm Blue,Count,0,700
LABQA,LB4,LabBlank4,Fiber,Anthropogenic (cellulosic),clear,,2018-06-27,LabBlank,,Raman,Anthropogenic (cellulosic) Fiber,1,2.18,0.059,Ethyl Hydroxy ethyl cellulose,Count,0,700
LABQA,LB5,LabBlank5,Fragment,Anthropogenic (synthetic),black,,2018-06-27,LabBlank,Water,Raman,Anthropogenic (synthetic) Fragment,3,0.062,0.054,PVC additive,Count,0,700
LABQA,LB5,LabBlank5,Fiber,Anthropogenic (unknown base),black,,2018-06-27,LabBlank,Water,Raman,Anthropogenic (unknown base) Fiber,5,0.542,0.041,Amido Black 10B,Count,0,700
LABQA,LB5,LabBlank5,Fragment,Polyvinyl butyral,black,,2018-06-27,LabBlank,Water,Raman,Polyvinyl butyral Fragment,2,0.324,0.183,poly(vinyl butyral),Count,0,700
LABQA,LB5,LabBlank5,Fiber,Anthropogenic (cellulosic),white,,2018-06-27,LabBlank,Water,Raman,Anthropogenic (cellulosic) Fiber,7,0.725,0.069,cellulose (microcrystalline),Count,0,700
LABQA,LB5,LabBlank5,Fragment,Anthropogenic (synthetic),yellow,,2018-06-27,LabBlank,Water,Raman,Anthropogenic (synthetic) Fragment,1,0.467,0.237,PVC additive,Count,0,700
