StationCode,Watershed,SampleID,SizeFraction_AW,SampleGross_AW,SampleType_AW,Number,LabSampleID,Length.mm,Width.mm,PlasticType_Final,Category_Final,Color_Final,Raman.ID,Remove_Flag
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,396,401,0.566,0.22,Rubber,Fragment,Clear,"p-(cis-1,4-isoprene)",Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,219,220,2.218,0.015,Polyester,Fiber,Dark Blue,PET 11 White wet wipes packet,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,780,785,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1145,1150,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1146,1151,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,658,663,,,,Fiber,Red,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,352,355,0.895,0.02,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,907,912,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,905,910,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1151,1156,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,910,915,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,365,368,0.184,0.062,Polyethylene,Fragment,Blue,PVC heat stabilizer,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,150,150,0.302,0.142,Anthropogenic (unknown base),Fragment,Blue,Irgalith Blue,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1033,1038,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,286,288,1.345,0.027,,Fiber,Red,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1156,1161,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,196,197,,,,Fragment,Clear,missing,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1160,1165,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,119,119,1.194,0.014,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,568,573,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,100,100,1.082,0.21,,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,532,537,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1163,1168,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,157,157,0.635,0.137,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,505,510,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,161,161,3.699,0.016,Polyester,Fiber,Purple,Polyester,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1128,1133,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,763,768,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,436,441,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,929,934,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,494,499,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1174,1179,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,492,497,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,299,302,0.443,0.261,Polyurethane,Foam,Yellow,PU foam,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,581,586,,,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1178,1183,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,395,400,0.267,0.137,,Film,Grey,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1179,1184,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,349,352,0.265,0.162,,Fragment,Grey,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,430,435,,,,Fiber,White,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,499,504,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,398,403,0.21,0.075,,Fragment,White,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,503,508,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,502,507,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1186,1191,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,942,947,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,701,706,,,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,634,639,,,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,309,312,0.182,0.147,,Fragment,White,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,519,524,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,655,660,,,,Fiber,Red,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,692,697,,,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,155,155,1.112,0.13,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,133,133,0.971,0.098,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,586,591,,,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,427,432,,,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1200,1205,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1081,1086,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,331,334,0.219,0.133,,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1075,1080,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,837,842,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,534,539,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,800,805,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,474,479,,,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,>1mm,Field,Field,10,10,1.101,0.04,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,647,652,,,,Fiber,Grey,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,221,222,0.447,0.162,Rubber,Fragment,Black,Van Dyke Brown,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,654,659,,,,Fiber,Red,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,473,478,,,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,228,229,0.552,0.017,Cellulose acetate,Fiber,Blue,Cellulose acetate 3 White cigarette filter,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,366,369,0.347,0.222,,Film,Gold,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,508,513,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,419,424,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1094,1099,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,851,856,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,491,496,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,130,130,1.487,0.015,,Fiber,White,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,853,858,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,>1mm,Field,Field,17,17,,,,Fragment,Clear,missing,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1097,1102,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,66,66,7.686,0.018,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1100,1105,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,541,546,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,198,199,1.08,0.012,,Fiber,Pink,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,311,314,1.639,0.018,,Fiber,Red,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,730,735,,,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,407,412,0.188,0.132,,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,425,430,,,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,745,750,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,>1mm,Field,Field,1,1,6.412,0.017,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1113,1118,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,267,268,0.78,0.018,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1112,1117,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,748,753,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,333,336,0.191,0.174,Anthropogenic (unknown base),Film,Blue,Hostopen violet,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,211,212,0.434,0.108,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,510,515,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,54,54,1.6,0.009,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,>1mm,Field,Field,19,19,4.171,0.021,,Fiber,White,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,353,356,0.282,0.159,,Film,Gold,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,877,882,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,393,398,0.452,0.386,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,147,147,1.209,0.013,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,527,532,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,55,55,2.258,0.015,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,794,799,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,883,888,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,615,620,,,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1171,1176,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,713,718,,,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,606,611,,,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,611,616,,,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1009,1014,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,767,772,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,773,778,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,>1mm,Field,Field,16,16,0.2,0.017,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1138,1143,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,549,554,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,229,230,0.538,0.012,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,776,781,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,680,685,,,,Fragment,Grey,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,>1mm,Field,Field,6,6,4.303,0.022,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,440,445,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,381,384,0.296,0.121,,Fragment,Red,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,143,143,3.013,0.014,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1109,1114,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,741,746,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,784,789,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,58,58,1.131,0.016,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,77,77,1.98,0.206,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,441,446,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,909,914,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1155,1160,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,248,249,1.103,0.014,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,451,456,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,793,798,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,261,262,0.519,0.014,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,363,366,0.495,0.04,Polyethylene,Film,Pink,PVC additive,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,753,758,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,915,920,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,996,1001,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,702,707,,,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,359,362,0.358,0.125,Polyvinyl chloride,Film,Gold,PVC 11 Black cable cover,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,665,670,,,,Fiber,Red,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,81,81,0.297,0.019,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,714,719,,,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,805,810,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,804,809,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,327,330,0.833,0.016,Anthropogenic (unknown base),Fiber,Purple,Sirius Light Green BTL + Setacyl Blue P-RBL (composite),Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,847,852,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,845,850,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,227,228,0.216,0.2,Rubber,Fragment,Black,Vine Black (poor match),Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,650,655,,,,Fiber,Grey,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,335,338,0.168,0.144,Unknown,Film,Grey,DLC,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,930,935,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,336,339,0.206,0.183,Unknown,Film,Grey,DLC,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,274,275,0.195,0.104,Rubber,Fragment,Black,DLC,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,935,940,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,121,121,1.145,0.025,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,242,243,0.643,0.015,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,237,238,0.485,0.016,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,937,942,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,500,505,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,552,557,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,939,944,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,940,945,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,149,149,0.768,0.019,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,501,506,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,945,950,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,544,549,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1193,1198,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,825,830,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,906,911,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1069,1074,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1070,1075,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,832,837,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,953,958,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,835,840,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1199,1204,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1078,1083,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,693,698,,,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,958,963,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,598,603,,,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,660,665,,,,Fiber,Red,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,97,97,1.422,0.132,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,504,509,,,,Fiber,Clear,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,614,619,,,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,675,680,,,,Fiber,Red,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1004,1009,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,201,202,0.758,0.047,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,555,560,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,500um-1mm,Field,Field,37,37,1.833,0.008,,Fiber,White,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,1092,1097,,,Rubber,Fragment,Black,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,506,511,,,,Fiber,Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,206,207,0.561,0.103,,Fragment,Green,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,117,117,0.511,0.334,,Fragment,Grey,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,375,378,0.341,0.301,,Fragment,Silver,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,125um-355um,Field,Field,627,632,,,,Fiber,Dark Blue,,Count
Colma Ck at S. Linden Blvd,Colma Ck,17-POC-283-125,355um-500um,Field,Field,167,167,1.56,0.017,,Fiber,Blue,,Count
