StationCode,Watershed,SampleID,SizeFraction_AW,SampleGross_AW,SampleType_AW,Number,LabSampleID,Length.mm,Width.mm,PlasticType_Final,Category_Final,Color_Final,Raman.ID,Remove_Flag
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4929,714,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4324,109,1.027,0.047,Polyester,Fiber,Clear,PET 13 Clear plastic sheet,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5642,1427,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5398,1183,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4813,598,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4974,759,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4867,652,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5036,821,,,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5891,1676,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5648,1433,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4483,268,1.113,0.071,,Fiber,Grey,,Count
Line12MColWay,Line 12M,19-POC-198-355,>1mm,Field,Field,4728,513,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4369,154,1.538,0.36,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4812,597,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5846,1631,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5898,1683,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5535,1320,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5175,960,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4374,159,1.173,0.338,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5030,815,,,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5372,1157,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4953,738,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5497,1282,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5784,1569,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5297,1082,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4383,168,0.768,0.427,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4571,356,0.291,0.239,Polybutylene terephthalate,Fragment,Pink,PBT,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4842,627,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4801,586,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5302,1087,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5628,1413,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5344,1129,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4891,676,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5592,1377,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5953,1738,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5022,807,,,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4924,709,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5797,1582,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5758,1543,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5025,810,,,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5681,1466,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4465,250,1.041,0.399,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5682,1467,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4616,401,0.153,0.143,,Fragment,Orange,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4589,374,0.637,0.206,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4451,236,1.175,0.041,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5441,1226,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4395,180,2.111,0.697,,Fragment,Silver,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5931,1716,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5567,1352,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4547,332,0.224,0.153,Rubber,Fragment,Black,DLC,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5933,1718,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4769,554,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5611,1396,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4627,412,0.52,0.163,,Fragment,Yellow,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5735,1520,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5452,1237,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4340,125,1.507,0.014,Anthropogenic (unknown base),Fiber,Black,Amido Black 10B,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5538,1323,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4962,747,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4805,590,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4326,111,2.408,0.026,,Fiber,Dark Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4375,160,1.678,0.067,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5622,1407,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4426,211,1.522,0.048,,Fiber,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5054,839,,,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4766,551,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4914,699,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,>1mm,Field,Field,4239,24,2.411,0.237,,Fragment,Pink,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5221,1006,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5301,1086,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5385,1170,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5711,1496,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4919,704,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5754,1539,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4593,378,0.63,0.02,,Fiber,Dark Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4408,193,0.736,0.445,,Fragment,Yellow,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4737,522,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5310,1095,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5107,892,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5275,1060,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4664,449,0.288,0.225,,Fragment,Pink,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5008,793,,,,Fiber,Dark Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5723,1508,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5519,1304,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4569,354,0.249,0.181,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4396,181,1.167,0.352,,Fiber Bundle,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4452,237,0.741,0.022,,Fiber,Grey,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5364,1149,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4581,366,0.167,0.096,,Fiber Bundle,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,>1mm,Field,Field,4293,78,0.697,0.029,,Fiber,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4943,728,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4377,162,0.787,0.57,Glass,Fragment,White,Albite glass,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4543,328,0.399,0.196,Rubber,Fragment,Black,Ivory Black,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4491,276,1.677,0.031,,Fiber,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5285,1070,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4597,382,0.216,0.169,,Fragment,Green,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5370,1155,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4527,312,0.414,0.286,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5534,1319,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5596,1381,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5740,1525,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4592,377,0.865,0.04,,Fiber,Grey,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4751,536,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5132,917,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5621,1406,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4954,739,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5627,1412,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5382,1167,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4916,701,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4622,407,0.361,0.286,,Fragment,Grey,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5299,1084,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5872,1657,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4775,560,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5345,1130,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5387,1172,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5078,863,,,,Fragment,Red,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4978,763,,,,Fiber,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5671,1456,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4631,416,0.229,0.133,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5679,1464,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5396,1181,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4460,245,1.599,0.03,,Fiber,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,>1mm,Field,Field,4725,510,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5029,814,,,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4563,348,0.7,0.022,Polyester,Fiber,Purple,Polyester + Sirius Light Olive Green GL + Setacyl Blue P-RBL (composite),Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4439,224,1.415,0.023,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4537,322,0.597,0.169,Rubber,Fragment,Black,DLC,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5403,1188,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5651,1436,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5404,1189,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4822,607,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5284,1069,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4790,575,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5363,1148,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4731,516,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5655,1440,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4517,302,0.445,0.134,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4748,533,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,>1mm,Field,Field,4241,26,9.382,0.027,,Fiber,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5652,1437,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5251,1036,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5615,1400,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4372,157,1.119,0.745,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4431,216,1.803,0.034,,Fiber,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5296,1081,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5702,1487,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5339,1124,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4328,113,1.071,0.505,Polypropylene,Fragment,Clear,PP8 White bottle cap,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4757,542,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4965,750,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4999,784,,,,Fiber,Dark Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4734,519,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4397,182,0.816,0.572,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4732,517,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5875,1660,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5670,1455,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4490,275,0.878,0.396,,Fragment,Pink,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4365,150,2.496,0.088,,Fragment,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4964,749,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4385,170,1.091,0.525,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4388,173,1.072,0.714,,Fragment,Grey,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5313,1098,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5433,1218,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,>1mm,Field,Field,4313,98,1.444,1.312,,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5357,1142,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5444,1229,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4467,252,0.693,0.152,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5684,1469,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,>1mm,Field,Field,4296,81,0.897,0.018,,Fiber,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5689,1474,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4503,288,0.646,0.634,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4991,776,,,,Fiber,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5033,818,,,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4349,134,0.872,0.62,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4486,271,2.08,0.018,,Fiber,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4945,730,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4951,736,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5777,1562,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4579,364,0.51,0.046,,Fiber Bundle,Dark Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4750,535,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4359,144,1.391,0.558,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5249,1034,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4829,614,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5496,1281,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5380,1165,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4376,161,1.35,0.356,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4367,152,2.465,0.023,,Fiber,Dark Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5379,1164,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4952,737,,,,Fiber,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5662,1447,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5776,1561,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5276,1061,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5588,1373,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5467,1252,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5956,1741,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5118,903,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4387,172,1.239,0.422,,Fragment,White,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5707,1492,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5070,855,,,,Fragment,Green,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5566,1351,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5760,1545,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5026,811,,,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5675,1460,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4458,243,0.584,0.572,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5612,1397,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5051,836,,,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5264,1049,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5360,1145,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4685,470,1.093,0.046,,Fiber,Red,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5729,1514,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5437,1222,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5887,1672,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5722,1507,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4393,178,1.658,0.017,,Fiber,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4428,213,0.538,0.352,,Fragment,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5327,1112,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4595,380,0.289,0.239,,Fragment,Blue,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5246,1031,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5654,1439,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5373,1158,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5289,1074,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5630,1415,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4341,126,1.315,1.308,,Fragment,Clear,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,4638,423,0.351,0.136,,Fragment,Green,,Count
Line12MColWay,Line 12M,19-POC-198-355,125um-355um,Field,Field,5527,1312,,,Rubber,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,500um-1mm,Field,Field,4348,133,1.092,0.658,,Fragment,Black,,Count
Line12MColWay,Line 12M,19-POC-198-355,355um-500um,Field,Field,4835,620,,,,Fiber,Clear,,Count
