,amp,bias,dataset,log_r,murphy,r,smooth,spearman_p,spearman_rho,tau,wilmott
0,0.3870595828608766,-0.04298243895187048,nofiber,0.5207698925365736,-0.14024378094834544,0.03092629093950399,0,9.663683521879386e-08,0.6045519433628924,43200.0,0.12675628736517863
1,1.8478456811434423,0.07601372871385052,nofiber,0.5751564446633117,-3.3422504593257925,0.03171900481861647,0,1.5847229416898618e-08,0.6325169565240976,86400.0,0.08563161242194695
2,5.818741277870421,0.43034442308103876,nofiber,0.5903352082813925,-34.9648728260513,0.028638996762172353,0,1.4363466196561315e-08,0.6339611590817185,172800.0,0.02913932255371121
3,9.171647227124632,0.7859470436107356,nofiber,0.5907165146688815,-88.45186741678774,0.025712600659298715,0,1.1746086544370374e-08,0.6368933279108276,259200.0,0.01787341366615669
4,11.762039906058792,1.1021929614707737,nofiber,0.5892610961288376,-147.23464285733024,0.023786897094181265,0,2.763980486315571e-08,0.6242018508893105,345600.0,0.014128207983862606
5,13.805127823036068,1.3771727053805867,nofiber,0.586681978471821,-204.707623516727,0.022644702952887636,0,2.018793943726387e-08,0.628928331986979,432000.0,0.012323658775956092
6,19.88133405796091,2.3052528622452897,nofiber,0.5772442694729538,-435.7410398473228,0.02159791834251745,0,5.3489758826780634e-08,0.6140049055582293,864000.0,0.009505610044647228
7,22.9598205262412,2.8187233500929683,nofiber,0.5728437973612276,-587.9290161664584,0.022213626132735316,0,6.822400188570058e-08,0.6101536987379069,1296000.0,0.00874769527449426
8,24.83354879000774,3.1395454472973885,nofiber,0.5704314223927038,-692.2338417054831,0.022841982945355097,0,1.0280274665905171e-07,0.6035453779439445,1728000.0,0.008387046670906395
9,0.41260723999560517,-0.038674469295814334,nofiber,0.5634378480848117,-0.15713812333173616,0.029979949219375975,1,1.5745241539510493e-08,0.632612036970039,43200.0,0.12690441226176397
10,1.890021953728489,0.08508570483045619,nofiber,0.6004538219312383,-3.51103741662112,0.031071889867674334,1,3.3481512289577935e-09,0.6545136768374974,86400.0,0.08335462130744231
11,5.8911325424345575,0.4514942621201194,nofiber,0.5932115873973035,-35.9735242661764,0.02693773958188524,1,3.7100729031730105e-09,0.6531147697002545,172800.0,0.027962375330716216
12,9.438872562685535,0.8302176821472854,nofiber,0.5906411501599301,-94.02707668189696,0.022573331122120344,1,6.1495705383039375e-09,0.6461202340140403,259200.0,0.01649611126861339
13,12.318528553347454,1.1725047745686934,nofiber,0.5862898779573047,-161.95494719087552,0.019636290541117006,1,9.643960208951582e-09,0.6397377202003698,345600.0,0.012640913625846295
14,14.659852187730744,1.4720761875139325,nofiber,0.5795533668629427,-231.24302069723402,0.017826566564984707,1,1.2852811429854143e-08,0.6355847146366801,432000.0,0.010727687898828275
15,21.779689584470407,2.486143051039118,nofiber,0.5676282087220399,-521.7542863177168,0.015474815515986708,1,5.07847618180156e-08,0.6148196868182316,864000.0,0.007840721674291284
16,25.373354649235967,3.046452610611773,nofiber,0.5629904648111079,-715.1930991831913,0.015729796948383206,1,8.02109709354604e-08,0.6075628560437842,1296000.0,0.007139313027895278
17,27.53883855700471,3.395997549993015,nofiber,0.5603721062578214,-847.1939872622639,0.016208762029166456,1,8.175140523350832e-08,0.6072568451075124,1728000.0,0.006828450521137119
18,0.40554757237430994,-0.03801713394516161,nofiber,0.5717686278677002,-0.15203279010070458,0.02919167794154646,2,9.732476152919437e-09,0.6396065726562532,43200.0,0.1262057744441587
19,1.8305799892186343,0.08401169670766791,nofiber,0.605737756704104,-3.294838437808135,0.030340020177063057,2,2.144409713359545e-09,0.6605027480188183,86400.0,0.08466245079538548
20,5.6544493589510765,0.4402905061891947,nofiber,0.5959854313774253,-33.186926734787626,0.02596451035439036,2,2.0545662252097237e-09,0.6610710540433232,172800.0,0.028769965755928384
21,9.088916669940494,0.809864209243669,nofiber,0.5928054468647821,-87.3223725625428,0.02130601434294912,2,4.591677874614211e-09,0.6501858078816523,259200.0,0.016840999009029023
22,11.917708673164542,1.1455431693196572,nofiber,0.5872491860264745,-151.80409825408623,0.0182152570610612,2,9.184620045137935e-09,0.6404371737689912,345600.0,0.012799366215294872
23,14.23915915541884,1.4403855703280335,nofiber,0.5805242602950432,-218.42470309157758,0.01634601732921777,2,1.2852811429854143e-08,0.6355847146366801,432000.0,0.010804705647560864
24,21.36498460873001,2.444012216613422,nofiber,0.569582595748733,-502.31922376626477,0.014072059165167971,2,4.6962940638133773e-08,0.6160437305633191,864000.0,0.007837459348088549
25,24.9799934726227,3.001437832118826,nofiber,0.5644143294245474,-693.3449498987131,0.01444928895363431,2,6.808666335406266e-08,0.6101858069261146,1296000.0,0.007136561074810643
26,27.16175637006829,3.3500167477637146,nofiber,0.5615541647078734,-824.2319582649822,0.015013672362431434,2,9.11038587837436e-08,0.6055082111859589,1728000.0,0.006828071418430004
27,0.39268206349154705,-0.03835945441792571,nofiber,0.5746120318526566,-0.14292211063808713,0.028931329471314642,3,7.976773565225964e-09,0.6424481027787777,43200.0,0.12546540716857624
