,amp,bias,dataset,log_r,murphy,r,smooth,spearman_p,spearman_rho,tau,wilmott
0,0.5417656860714195,-0.0357368181356146,nofiber,0.4217085947952219,-0.2699745773281348,0.03088843482411712,0,4.169663477672619e-06,0.5361244507851426,43200.0,0.13463325868292397
1,1.4359736669305487,0.07437074003712227,nofiber,0.4867964012318609,-2.055099928256616,0.017388609430678017,0,2.6589521633951897e-06,0.545156315101608,86400.0,0.09555087299995346
2,4.215846405753015,0.4031734023416161,nofiber,0.4929730833150594,-18.979192064743994,0.006929910271980939,0,3.123202849694402e-06,0.5419557029894625,172800.0,0.03199164485060357
3,7.08658319157413,0.7445310339466955,nofiber,0.48657913452066504,-54.47871029937762,0.0036941187964344728,0,2.6296451758112486e-06,0.5453755351092893,259200.0,0.017242168862760088
4,9.62164394357376,1.0575390486649,nofiber,0.47994320333269874,-101.23232791467366,0.002195069192798184,0,3.5604735647136556e-06,0.5393250628972881,345600.0,0.012963905208398074
5,11.834794421083869,1.3367022895910778,nofiber,0.47575802163111514,-153.9234278367263,0.0015202897456212381,0,3.841339651848232e-06,0.5377905228435198,432000.0,0.010816149615983317
6,19.508631401952,2.3186479825129407,nofiber,0.46433670908570746,-422.3281361354085,0.0018628966418217515,0,2.0507575373008185e-05,0.5018822855853391,864000.0,0.00731523692902214
7,23.895156298635936,2.881350337521004,nofiber,0.45967246955768715,-635.4082903103732,0.0029794440629900554,0,2.0271183464987258e-05,0.5021453495945566,1296000.0,0.006342239550616191
8,26.67497909859695,3.2378283063402415,nofiber,0.4572031048257509,-792.8886452721988,0.00382451304668149,0,2.957145913597175e-05,0.4934642372903811,1728000.0,0.005884703504419275
9,0.5361359253533873,-0.030452485002921057,nofiber,0.5066352627072953,-0.2673762104363653,0.025439664216287728,1,2.212703128739679e-07,0.5907745262337022,43200.0,0.13051694929709223
10,1.4403378318450994,0.07436274912462645,nofiber,0.5638338802775987,-2.082134733693814,0.012305383511496232,1,8.397425571600136e-08,0.6068247354447743,86400.0,0.08607296726783209
11,5.396512598789202,0.44358367049626696,nofiber,0.5715552836777648,-30.70565353955041,-0.004901972574860777,1,1.0933851536768428e-07,0.6025388485164771,172800.0,0.016156435678880476
12,10.98891407074198,0.9077784564642727,nofiber,0.5630761671739667,-127.39513628581003,-0.010445395497098027,1,1.6904781005669829e-07,0.5953228144025072,259200.0,0.005953866997103652
13,16.464010819020512,1.363667500598976,nofiber,0.556017943420268,-285.9419869459883,-0.01260133646201449,1,3.7636240629126637e-07,0.5815904828159224,345600.0,0.0036728202791003195
14,21.288011565838897,1.7772173302204164,nofiber,0.5467295297857567,-478.32184549529205,-0.013538380391378916,1,7.76294917660667e-07,0.5686016214107767,432000.0,0.002804817030337192
15,36.78305167418707,3.212654374152722,nofiber,0.5241795916448246,-1434.2849453598221,-0.01382243031812875,1,3.134983562897064e-06,0.5418804284190463,864000.0,0.0018496636225824314
16,44.62913197432481,4.00913019410605,nofiber,0.5155785398094356,-2117.938021951788,-0.013063625554281515,1,5.399265085930101e-06,0.530815842777626,1296000.0,0.001694042328621581
17,49.28340899489083,4.504225954084319,nofiber,0.5111004000609242,-2587.8743403263275,-0.012425851074627662,1,4.887690296328033e-06,0.5328713191616052,1728000.0,0.001638437142791993
18,0.5049135659151773,-0.03083396255727458,nofiber,0.5100751513602971,-0.23919251003902064,0.022914569220761533,2,1.2504821477319802e-07,0.6003344456958375,43200.0,0.12830278849850396
19,1.3957867598523757,0.06984880254702115,nofiber,0.5704070355162144,-1.9571117208188182,0.010408258523658068,2,2.6011331005782383e-08,0.6251216024924542,86400.0,0.08395703701256418
20,5.407544382758105,0.42760099647822825,nofiber,0.572140181439042,-30.737833839753335,-0.006860372652828856,2,8.709400623970727e-08,0.6062361496950319,172800.0,0.014493619246231604
21,11.213658186319961,0.8886328744881885,nofiber,0.5648798940164992,-132.16375530200426,-0.012297105265669052,2,1.1638937137616563e-07,0.6015147864956764,259200.0,0.005090801677571699
22,16.937944258620618,1.346127982161419,nofiber,0.556044094536664,-301.474533880035,-0.014371427212253547,2,2.3250670174145678e-07,0.5899299601268873,345600.0,0.0030801618678223397
23,21.989196792175843,1.7628528889533037,nofiber,0.5477743021700773,-508.3668418545763,-0.015270553737131954,2,5.15125342352649e-07,0.5760281684843402,432000.0,0.0023438712588630395
24,38.17964770422539,3.2133255704723185,nofiber,0.5334069530884797,-1539.1833042330525,-0.015571997263728612,2,3.835735751482391e-06,0.537820099630296,864000.0,0.0015650759957983595
25,46.33530947237726,4.018745502451811,nofiber,0.5272646866907275,-2273.9517038785684,-0.014868442937697441,2,5.283983270477928e-06,0.5312626507423022,1296000.0,0.0014505562979970632
26,51.156537328440855,4.519379149829358,nofiber,0.5239399247379701,-2777.3100747302415,-0.014270916271346856,2,6.995184179914037e-06,0.5254046630690277,1728000.0,0.0014131856286452305
27,0.46916371681283797,-0.03251527777492359,nofiber,0.5420795105653079,-0.2074909057490586,0.022216817554142752,3,2.7876585958523032e-08,0.6240724106703752,43200.0,0.12709635679534592
28,1.3199746633659597,0.06413651342024132,nofiber,0.578100440296147,-1.7473670056285595,0.010212231891347581,3,1.7742085166439822e-08,0.6308484411879688,86400.0,0.08572480345618794
29,5.020656179707992,0.3996258398948158,nofiber,0.5752346642689057,-26.5172761409392,-0.006789599678214451,3,4.957325467883861e-08,0.6151979965086235,172800.0,0.015628878519333922
30,10.326996564617229,0.8302955281673072,nofiber,0.5695851142608465,-112.26520194899237,-0.012416170502785179,3,9.993261215538602e-08,0.604006617073114,259200.0,0.005635451270547098
31,15.552685689927836,1.2585887555991788,nofiber,0.5621771117711087,-254.66081014709076,-0.014611138213747987,3,1.5360496043296737e-07,0.5969245722740807,345600.0,0.0034251907977955742
32,20.16434884896313,1.6497515735256765,nofiber,0.5545235158674766,-428.39782388479557,-0.015580510903918822,3,2.0819503902865907e-07,0.5918097621414454,432000.0,0.0026150155789175233
33,34.96550273752592,3.0186759618047145,nofiber,0.5374629215085124,-1294.5779265185813,-0.015982092570163222,3,2.1515960241051844e-06,0.5493174933472452,864000.0,0.0017560837301504595
34,42.440045732691445,3.7831959736557734,nofiber,0.5305526101352678,-1913.7741960380117,-0.015283581266516421,3,3.689420738664019e-06,0.5386069934968553,1296000.0,0.0016312140952341458
35,46.866623520803365,4.2597535613444695,nofiber,0.52687652202424,-2338.987280502036,-0.014679110729896798,3,6.7947855354891805e-06,0.5260166916319071,1728000.0,0.0015908957617404296
36,0.4382876242237816,-0.03413445633244244,nofiber,0.557196071039904,-0.18166695533094446,0.022235860328346888,4,2.007454198686069e-08,0.6290123554993305,43200.0,0.1261670500398363
37,1.246296468898017,0.05918274008223553,nofiber,0.5845187263711263,-1.5541643767248048,0.010564417930343373,4,1.7482172218271595e-08,0.6310670228175687,86400.0,0.08877602461609768
38,4.594439782695718,0.3736346887273444,nofiber,0.5785904511483776,-22.251174464443334,-0.006149044504078022,4,3.1810950966522896e-08,0.6220614596780571,172800.0,0.017632266479925773
39,9.314037582233432,0.7728416644184894,nofiber,0.572906921098975,-91.62137794217485,-0.01205498477985728,4,9.393594701923107e-08,0.6050120925692731,259200.0,0.006661707176540466
40,13.948950856244018,1.1698239451657693,nofiber,0.5650987597853997,-205.6195510293739,-0.014430424416274524,4,1.3185031351746286e-07,0.5994601191774382,345600.0,0.00409035111107392
41,18.039219268624862,1.533157100118774,nofiber,0.5574786575170333,-344.25481532337056,-0.015501197528298939,4,1.8823605873611993e-07,0.5935146988523238,432000.0,0.0031371551093725136
42,31.201456052248194,2.8119319358732247,nofiber,0.5394248810012662,-1036.028853128908,-0.016020336335729135,4,2.048010694909684e-06,0.5502792525174843,864000.0,0.0021112569631653866
43,37.88074544022893,3.530722704295384,nofiber,0.5322138271970671,-1533.0678413670544,-0.01530664885125853,4,3.996054490360173e-06,0.5369894894378168,1296000.0,0.001958728714575142
44,41.84955017035309,3.980226949587258,nofiber,0.5283992138694996,-1875.8299048943302,-0.014677736257176131,4,6.45019476964291e-06,0.527109599779906,1728000.0,0.001908138966963402
45,0.4133588326417039,-0.035450418422859814,nofiber,0.5666503235266238,-0.16199025012024815,0.022558860794492742,5,1.193432886765376e-08,0.6366627125353234,43200.0,0.1253217635281565
46,1.1837109720814296,0.055261890944590705,nofiber,0.5896344697652826,-1.3986385582557403,0.01110294731503109,5,1.2225264546511228e-08,0.6363129819279637,86400.0,0.09174050501658171
47,4.221356573972375,0.3523548977204591,nofiber,0.5819121698009817,-18.830257429178523,-0.005302672712456864,5,2.2827912014937588e-08,0.6270888371588523,172800.0,0.019962743672547134
48,8.42186111495526,0.7248252130369858,nofiber,0.5752706500228434,-75.20763437679645,-0.0114990514113489,5,8.80417524107505e-08,0.6060612843913521,259200.0,0.00793537112845033
49,12.534569040865037,1.0949221131435,nofiber,0.5672190803038408,-166.79255362387931,-0.014071330811185584,5,1.3150207731763926e-07,0.5995038355033582,345600.0,0.00493172299436162
50,16.164926798307228,1.434238192433087,nofiber,0.5595196245213804,-277.79710458765607,-0.015253177319555505,5,1.805816784576369e-07,0.5942141600670432,432000.0,0.003798661530182268
51,27.888940503681866,2.634719160279461,nofiber,0.5407893373899132,-832.6706774407571,-0.015895123760727624,5,2.04341516203492e-06,0.5503229688434043,864000.0,0.0025564037659155936
52,33.874916972411945,3.313556712593775,nofiber,0.5333801230167502,-1233.933972077418,-0.01515961319583224,5,3.1478866662619522e-06,0.5417982852890123,1296000.0,0.0023648969899816574
53,37.4460943903531,3.7393528786659482,nofiber,0.5294761792291922,-1512.0502353520549,-0.014500817434310356,5,5.736623054016036e-06,0.5295577140314238,1728000.0,0.002298774316914387
54,0.34550073413831145,-0.03878071180338351,nofiber,0.5869123183958639,-0.11350574204092068,0.025415713802249537,10,2.8857875872813324e-09,0.6565262535067986,43200.0,0.12220887278582404
55,1.0099463052969884,0.04559675165285401,nofiber,0.6020565476063522,-1.0076062986389904,0.01413721468966428,10,3.088585770596708e-09,0.6556083711910539,86400.0,0.10129905136127038
56,3.159958981315777,0.29629570206094274,nofiber,0.5903475963064563,-10.671794005061473,-0.0005754309231543462,10,2.5527011746172503e-08,0.6254056721348842,172800.0,0.03164600835027753
57,5.866086947042394,0.5949400117339698,nofiber,0.5810874573318049,-37.2563561473841,-0.00787759808628677,10,2.7438084567131708e-08,0.624312955092331,259200.0,0.015461659027899755
