SampleID,volume_l,area_m2,count_preblank,lat,lon,SampleDate,Season,SampleType,FibersYN,Fiber,Fiber Bundle,Film,Foam,Fragment,Sphere,Fiber_adj,Fiber Bundle_adj,Fragment_adj,Foam_adj,Film_adj,Sphere_adj,count,part_per_m3,part_per_m2,part_per_m3_raw,part_per_m2_raw,x,y
GFNMS27-Manta-29Mar2018,113252.496665897,1192.13154385154,275,37.740769915,-123.25960725,2018-03-29,Wet,Trawl,Y,265.0,0.0,1.0,1.0,7.0,1.0,240.28571428571428,0.0,5.571428571428571,0.8571428571428572,1.0,1.0,248.71428571428572,2.196104218770653,0.2086299007832133,2.4282025394218882,0.23067924124508077,477127.1579015976,4177085.2559502046
GFNMS28-Manta-13Sept2017,123790.69100254099,1303.05990528991,69,37.8058939175,-122.74156624999999,2017-09-13,Dry,Trawl,Y,61.0,0.0,2.0,1.0,5.0,0.0,36.285714285714285,0.0,3.571428571428571,0.8571428571428572,2.0,0.0,42.71428571428571,0.34505248632475066,0.032779986200851194,0.5573924779092126,0.05295228540137501,522749.48711459915,4184310.352861616
LSB14-Manta-24Aug2017,167410.437325787,1762.21512974513,303,37.4806577775,-122.07805429166666,2017-08-24,Dry,Trawl,Y,137.0,1.0,24.0,3.0,122.0,16.0,112.28571428571428,0.0,120.57142857142857,2.857142857142857,24.0,16.0,275.71428571428567,1.6469360579814705,0.15645892550823937,1.8099229942894817,0.17194268445750038,581512.7867879272,4148594.544105046
MBNMS-29-Manta-17Nov17,115913.908535459,1220.14640563641,159,37.805688833333335,-122.49137094999999,2017-11-17,Wet,Trawl,Y,125.0,1.0,7.0,5.0,20.0,1.0,100.28571428571428,0.0,18.571428571428573,4.857142857142857,7.0,1.0,131.71428571428572,1.1363113139610268,0.10794957482629762,1.3717076924496996,0.13031223078272153,544773.990739054,4184377.972477549
MBNMS29-Manta-11Jan18,151284.67962578,1592.47031185031,207,37.805688833333335,-122.49137094999999,2018-01-11,Wet,Trawl,Y,146.0,1.0,4.0,7.0,43.0,6.0,121.28571428571428,0.0,41.57142857142857,6.857142857142857,4.0,6.0,179.7142857142857,1.1879212499165783,0.11285251874207534,1.368281312503277,0.12998672468781178,544773.990739054,4184377.972477549
MBNMS29-Manta-13Sept2017,165181.952606453,1738.7573958574,32,37.805688833333335,-122.49137094999999,2017-09-13,Dry,Trawl,Y,28.0,0.0,0.0,0.0,4.0,0.0,3.2857142857142847,0.0,2.571428571428571,0.0,0.0,0.0,5.857142857142856,0.0354587336250803,0.0033685796943826287,0.1937257641955607,0.018403947598578267,544773.990739054,4184377.972477549
MBNMS29-Manta-BLANK-11Jan18,0.0,0.0,14,37.805688833333335,-122.49137094999999,2018-01-11,Wet,FieldBlank,Y,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.5714285714285714,inf,inf,inf,inf,544773.990739054,4184377.972477549
MBNMS30-Manta-27Sept2017,127819.405166705,1345.4674228074198,136,37.672873249999995,-122.6058975,2017-09-27,Dry,Trawl,Y,126.0,0.0,0.0,0.0,8.0,2.0,101.28571428571428,0.0,6.571428571428571,0.0,0.0,2.0,109.85714285714285,0.8594715545254231,0.08164979767991527,1.0640011962395357,0.10108011364275599,534754.352012546,4169593.6880570375
MBNMS30-Manta-31Mar2018,96595.7024255024,1016.7968676368698,265,37.672873249999995,-122.6058975,2018-03-31,Wet,Trawl,Y,261.0,0.0,0.0,0.0,4.0,0.0,236.28571428571428,0.0,2.571428571428571,0.0,0.0,0.0,238.85714285714286,2.4727512390249133,0.23491136770736618,2.7433932705689075,0.2606223607040456,534754.352012546,4169593.6880570375
MBNMS32-Manta-27Sept2017,116993.111827212,1231.50644028644,51,37.447350667500004,-122.916995075,2017-09-27,Dry,Trawl,Y,47.0,1.0,0.0,0.0,2.0,1.0,22.285714285714285,0.0,0.5714285714285714,0.0,0.0,1.0,23.857142857142858,0.20391920929821622,0.01937232488333057,0.43592310011654606,0.04141269451107194,507341.960362538,4144503.545346548
Manta_LabBlank1,0.0,0.0,1,,,1950-01-01,None,LabBlank,Y,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,inf,inf,,
Manta_LabBlank2,0.0,0.0,2,,,1950-01-02,None,LabBlank,Y,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,inf,inf,,
Manta_LabBlank3,0.0,0.0,2,,,1950-01-03,None,LabBlank,Y,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,inf,inf,,
SB10-Manta-19Mar2018,55584.42004697,585.099158389158,434,37.6538958325,-122.242195,2018-03-19,Wet,Trawl,Y,420.0,0.0,1.0,5.0,6.0,2.0,395.2857142857143,0.0,4.571428571428571,4.857142857142857,1.0,2.0,407.71428571428567,7.335046140083112,0.6968293833078956,7.80794329837859,0.741754613345966,566845.2273688106,4167685.2303171814
SB10-Manta-23Aug2017,146310.689273889,1540.11251867252,52,37.6538958325,-122.242195,2017-08-23,Dry,Trawl,Y,32.0,2.0,0.0,2.0,16.0,0.0,7.285714285714285,0.0,14.571428571428571,1.8571428571428572,0.0,0.0,23.71428571428571,0.16208170320278728,0.01539776180426475,0.3554080720832204,0.03376376684790584,566845.2273688106,4167685.2303171814
SB11-Manta-19Mar2018,135953.140798491,1431.08569261569,877,37.6124279175,-122.2396196,2018-03-19,Wet,Trawl,Y,521.0,0.0,33.0,12.0,306.0,5.0,496.2857142857143,0.0,304.57142857142856,11.857142857142858,33.0,5.0,850.7142857142858,6.25740810927796,0.5944537703814081,6.450752037423576,0.6128214435552416,567109.6883631119,4163086.3008992393
SB11-Manta-23Aug2017,178437.62132132103,1878.29075075075,100,37.6124279175,-122.2396196,2017-08-23,Dry,Trawl,Y,56.0,10.0,0.0,9.0,25.0,0.0,31.285714285714285,7.857142857142858,23.571428571428573,8.857142857142858,0.0,0.0,71.57142857142857,0.4011005529072063,0.038104552526184554,0.5604199342016855,0.05323989374916006,567109.6883631119,4163086.3008992393
SB12-Manta-DUP-19Mar2018,94927.8427927928,999.2404504504499,1848,37.59162638833333,-122.27490778333333,2018-03-19,Wet,Trawl,Y,1735.0,3.0,2.0,58.0,36.0,14.0,1710.2857142857142,0.8571428571428572,34.57142857142857,57.857142857142854,2.0,14.0,1819.5714285714287,19.16794246070844,1.8209545337673028,19.467418047556283,1.8494047145178478,564013.0004117511,4160753.7943091723
SB13-Manta-19Mar2018,84867.7370716871,893.344600754601,396,37.55744744416667,-122.20029837499999,2018-03-19,Wet,Trawl,Y,277.0,0.0,23.0,21.0,75.0,0.0,252.28571428571428,0.0,73.57142857142857,20.857142857142858,23.0,0.0,369.71428571428567,4.356358475800892,0.41385405520108476,4.666084117047943,0.44327799111955457,570632.0924123265,4157015.218381247
SB13-Manta-23Aug2017,106680.724817125,1122.954998075,360,37.55744744416667,-122.20029837499999,2017-08-23,Dry,Trawl,Y,44.0,5.0,22.0,11.0,273.0,5.0,19.285714285714285,2.857142857142857,271.57142857142856,10.857142857142858,22.0,5.0,331.57142857142856,3.1080725139411767,0.29526688882441177,3.3745552499490588,0.3205827487451606,570632.0924123265,4157015.218381247
SB13-Manta-BLANK-23Aug2017,0.0,0.0,53,37.55744744416667,-122.20029837499999,2017-08-23,Dry,FieldBlank,Y,43.0,4.0,0.0,0.0,6.0,0.0,18.285714285714285,1.8571428571428572,4.571428571428571,0.0,0.0,0.0,24.714285714285715,inf,inf,inf,inf,570632.0924123265,4157015.218381247
SPB2-Manta-16Nov2017,125002.264106414,1315.81330638331,323,38.044599165,-122.424675425,2017-11-16,Wet,Trawl,Y,310.0,0.0,3.0,0.0,10.0,0.0,285.2857142857143,0.0,8.571428571428571,0.0,3.0,0.0,296.85714285714283,2.374814128201945,0.22560734217918396,2.583953197239941,0.24547555373779353,550481.5601760965,4210919.60674512
SPB2-Manta-21Aug2017,108929.454331254,1146.6258350658402,94,38.044599165,-122.424675425,2017-08-21,Dry,Trawl,Y,86.0,1.0,0.0,0.0,7.0,0.0,61.285714285714285,0.0,5.571428571428571,0.0,0.0,0.0,66.85714285714286,0.6137655170274752,0.058307724117609705,0.8629438252223903,0.08197966339612646,550481.5601760965,4210919.60674512
SPB3-Manta-21Aug2017,185691.487025487,1954.6472318472302,767,38.03131629,-122.34751915000001,2017-08-21,Dry,Trawl,Y,647.0,0.0,30.0,8.0,81.0,1.0,622.2857142857143,0.0,79.57142857142857,7.857142857142857,30.0,1.0,740.7142857142858,3.988951230772466,0.3789503669233846,4.130507070012992,0.39239817165123464,557262.0070739432,4209490.517139243
SPB3-Manta-Blank-21Aug2017,0.0,0.0,69,38.03131629,-122.34751915000001,2017-08-21,Dry,FieldBlank,Y,66.0,3.0,0.0,0.0,0.0,0.0,41.285714285714285,0.8571428571428572,0.0,0.0,0.0,0.0,42.14285714285714,inf,inf,inf,inf,557262.0070739432,4209490.517139243
