SampleID,SAMPLE LOCATION,DATE,TYPE,LAT START,LONG START,LAT END,LONG END,TOTAL DIST (M),START FLOW,END FLOW,area_km2,volume_m3,FibersYN,Season,time_local,time_utc,lat,lon,volume_l,area_m2,count_preblank_std,count_preblank_nofiber,Fiber,Fiber Bundle,Film,Foam,Fragment,Sphere,Fiber_adj,Fiber Bundle_adj,Fragment_adj,Foam_adj,Film_adj,Sphere_adj,count_std,count_nofiber,part_per_m3_std,part_per_m2_std,part_per_m3_raw_std,part_per_m2_raw_std,part_per_m3_nofiber,part_per_m2_nofiber,part_per_m3_raw_nofiber,part_per_m2_raw_nofiber,x,y
LSB15-Manta-06Mar2018,LSB15,2018-03-06 00:00:00,Manta,37.46538,-122.09122,37.47685167,-122.0969217,1371.249213,888427.0,944566.0,0.001971132084,187.2575479,N,Wet,2018-03-06 14:36:00,2018-03-06 22:36:00,37.471115835000006,-122.09407085000001,187257.5479,1971.132084,0.0,23.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,20.125,0.0,1.0,0.0,,21.125,,,0.0,0.0,0.11281254206789706,0.010717191491871633,0.12282548958871634,0.011668421505943079,580106.8547862686,4147522.1591126523
LSB15-Manta-DUP-06Mar2018,LSB15,2018-03-06 00:00:00,Manta - DUP,37.465555,-122.09151,37.48018833,-122.0978517,1720.706196,944561.0,3995.0,0.002086824921,198.2483675,N,Wet,2018-03-06 15:27:00,2018-03-06 23:27:00,37.472871665,-122.09468085,198248.3675,2086.824921,0.0,78.0,0.0,0.0,6.0,0.0,72.0,0.0,0.0,0.0,70.125,0.0,6.0,0.0,,76.125,,,0.0,0.0,0.38398802956094963,0.03647886280921024,0.3934458628013671,0.03737735696707256,580051.0415645821,4147716.4422602165
GFNMS26-Manta-29Mar2018,GFNMS26,2018-03-29 00:00:00,Manta,37.820807,-123.01767,37.825132,-123.040237,2039.65471,317220.0,396664.0,0.00278940874,264.9938303,N,Wet,2018-03-29 10:27:00,2018-03-29 17:27:00,37.8229695,-123.0289535,264993.83030000003,2789.40874,0.0,11.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,7.125,0.0,2.0,0.0,,9.125,,,0.0,0.0,0.034434763970427426,0.003271302577190606,0.04151040040270703,0.0039434880382571685,497451.8613373819,4186173.8090443364
GFNMS27-Manta-29Mar2018,GFNMS27,2018-03-29 00:00:00,Manta,37.7465,-123.256107,37.759293,-123.268202,1776.030916,396667.0,469391.0,0.002553458552,242.5785624,Y,Wet,2018-03-29 12:33:00,2018-03-29 19:33:00,37.7528965,-123.26215450000001,242578.5624,2553.458552,275.0,10.0,265.0,0.0,1.0,1.0,7.0,1.0,223.0,0.0,5.125,0.875,1.0,1.0,231.0,8.0,0.952268814336085,0.09046553734701075,1.1336533504001012,0.1076970682702509,0.032979006557093855,0.0031330056224072988,0.04122375819636732,0.003916257028009123,476906.4991210862,4178431.296795069
CBNMS24-Manta-29Mar2018,CBNMS24,2018-03-29 00:00:00,Manta,37.972998,-123.48697,37.962322,-123.450895,3377.858964,469386.0,584921.0,0.004056622763,385.3791624,N,Wet,2018-03-29 15:10:00,2018-03-29 22:10:00,37.967659999999995,-123.4689325,385379.1624,4056.6227630000003,0.0,5.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.125,0.875,1.0,0.0,,3.0,,,0.0,0.0,0.00778454128478847,0.000739531421891792,0.012974235474647449,0.0012325523698196532,458810.7928237538,4202330.538544497
CBNMS23-Manta-29Mar2018,CBNMS23,2018-03-29 00:00:00,Manta,38.023015,-123.331017,38.002558,-123.324145,2353.035774,585269.0,679873.0,0.003321701128,315.5616072,N,Wet,2018-03-29 16:49:00,2018-03-29 23:49:00,38.012786500000004,-123.32758100000001,315561.6072,3321.701128,0.0,19.0,0.0,0.0,2.0,3.0,14.0,0.0,0.0,0.0,12.125,2.875,2.0,0.0,,17.0,,,0.0,0.0,0.053872206289105246,0.0051178595981137285,0.06021011291135292,0.005719960727303579,471244.219691224,4207284.334530438
GFNMS25-Manta-30Mar2018,GFNMS25,2018-03-30 00:00:00,Manta,37.969478,-122.926965,37.965808,-122.95946,2877.641393,679932.0,763874.0,0.002947340875,279.9973831,N,Wet,2018-03-30 09:03:00,2018-03-30 16:03:00,37.967643,-122.9432125,279997.3831,2947.340875,0.0,30.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,0.0,25.125,0.0,0.0,3.0,,28.125,,,0.0,0.0,0.10044736735969874,0.009542499898319363,0.10714385851701198,0.01017866655820732,504987.9808334442,4202226.474080318
CBNMS22-Manta-30Mar2018,CBNMS22,2018-03-30 00:00:00,Manta,38.100872,-123.113727,38.079108,-123.10104,2662.593,763880.0,855196.0,0.003206254072,304.5941368,N,Wet,2018-03-30 11:14:00,2018-03-30 18:14:00,38.08999,-123.1073835,304594.1368,3206.254072,0.0,14.0,0.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,9.125,0.875,1.0,1.0,,12.0,,,0.0,0.0,0.03939668742829196,0.0037426853051962376,0.04596280199967395,0.004366466189395611,490583.54686117056,4215805.117551043
GFNMS28-Manta-30Mar2018,GFNMS28,2018-03-30 00:00:00,Manta,37.806352,-122.758252,37.807187,-122.722978,3100.323509,855202.0,953492.0,0.003451122615,327.8566484,N,Wet,2018-03-30 15:00:00,2018-03-30 22:00:00,37.8067695,-122.74061499999999,327856.6484,3451.122615,0.0,16.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,0.0,11.125,0.875,1.0,1.0,,14.0,,,0.0,0.0,0.04270158945478929,0.004056650997895651,0.048801816519759185,0.004636172569023602,522832.95460274484,4184407.729556692
MBNMS29-Manta-30Mar2018,MBNMS29,2018-03-30 00:00:00,Manta,37.793545,-122.502957,37.812685,-122.479315,2973.885638,953510.0,57618.0,0.003655402108,347.2632003,N,Wet,2018-03-30 16:55:00,2018-03-30 23:55:00,37.803115000000005,-122.491136,347263.20029999997,3655.4021079999998,0.0,49.0,0.0,0.0,1.0,16.0,31.0,1.0,0.0,0.0,29.125,15.875,1.0,1.0,,47.0,,,0.0,0.0,0.1353440271223579,0.01285768257810503,0.14110334742543695,0.013404818006960563,544796.2278902301,4184092.5195819004
MBNMS29-Manta-DUP-30Mar2018,MBNMS29,2018-03-30 00:00:00,Manta - DUP,37.798095,-122.500892,37.809928,-122.485555,1883.317049,57626.0,155422.0,0.003433777467,326.2088594,N,Wet,2018-03-30 12:00:00,2018-03-30 19:00:00,37.8040115,-122.4932235,326208.8594,3433.7774670000003,0.0,63.0,0.0,0.0,2.0,45.0,14.0,2.0,0.0,0.0,12.125,44.875,2.0,2.0,,61.0,,,0.0,0.0,0.1869967606404009,0.017764692262744117,0.19312780197287308,0.018347141189391465,544611.9209691568,4184190.9873956596
MBNMS32-Manta-31Mar2018,MBNMS32,2018-03-31 00:00:00,Manta,37.444578,-122.928027,37.433418,-122.902815,2548.47538,155420.0,240759.0,0.002996391829,284.6572237,N,Wet,2018-03-31 10:39:00,2018-03-31 17:39:00,37.438998,-122.91542100000001,284657.2237,2996.3918289999997,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.125,0.0,0.0,0.0,,8.125,,,0.0,0.0,0.028543101398905413,0.002711594632372094,0.035129970952498965,0.003337347239842577,507482.0222950786,4143577.010820649
MBNMS31-Manta-31Mar2018,MBNMS31,2018-03-31 00:00:00,Manta,37.508312,-122.574538,37.517702,-122.583218,1294.725393,240757.0,305253.0,0.002264560018,215.1332017,N,Wet,2018-03-31 13:24:00,2018-03-31 20:24:00,37.513007,-122.578878,215133.2017,2264.560018,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.125,0.0,0.0,0.0,,5.125,,,0.0,0.0,0.02382245027500095,0.0022631327760198935,0.03253798086341593,0.00309110818188083,537216.6345761564,4151867.6602912727
MBNMS30-Manta-31Mar2018,MBNMS30,2018-03-31 00:00:00,Manta,37.672608,-122.610833,37.68513,-122.616542,1480.255761,305275.0,367303.0,0.002177904503,206.9009278,Y,Wet,2018-03-31 15:12:00,2018-03-31 22:12:00,37.678869,-122.6136875,206900.9278,2177.904503,265.0,4.0,261.0,0.0,0.0,0.0,4.0,0.0,219.0,0.0,2.125,0.0,0.0,0.0,221.125,2.125,1.0687482282039336,0.10153108168673454,1.2808062429577949,0.12167659308981188,0.010270616099189864,0.0009757085294937745,0.019332924422004454,0.0018366278202235754,534064.6384958935,4170256.0367789962
