,amp,bias,dataset,murphy,r,smooth,spearman_p,spearman_rho,tau,wilmott
0,0.903904421434306,-0.014390186006122085,nofiber,-0.8627248457951091,-0.02437815733198738,0,0.004528491152158619,0.34779254218622374,43200.0,0.05406606528082103
1,1.8201468788418445,0.08880203622335302,nofiber,-3.487418600406862,-0.03108272115201733,0,0.0030077242231534695,0.36243643869932785,86400.0,0.02369114505445369
2,3.7094054886468686,0.30247389961093074,nofiber,-14.737910954507162,-0.03594012450433543,0,0.0027783611817237775,0.365198610796111,172800.0,0.007910087661199716
3,5.579101323406586,0.503847675515202,nofiber,-33.51517477457015,-0.037132071453087875,0,0.004875814180128227,0.3450742140909768,259200.0,0.004179686664422033
4,7.234557813520604,0.6983377910154333,nofiber,-56.68973668703665,-0.03855771432497561,0,0.006262040568846449,0.33569159776222146,345600.0,0.003021736274319009
5,8.744614779041049,0.8904870156217323,nofiber,-83.33671382754046,-0.04007810330477881,0,0.008930100115066932,0.3218807372783059,432000.0,0.0026482249599710794
6,15.810711640512835,1.7542794907396424,nofiber,-275.26566602119226,-0.042727354644675475,0,0.015930763872360233,0.29794191243951884,864000.0,0.001809743552306009
7,21.84017985089911,2.3814690371852265,nofiber,-522.9277346327499,-0.04174994130114048,0,0.021256859808418106,0.2852709959955455,1296000.0,0.0014102761214624948
8,26.452919357290828,2.82332427222624,nofiber,-763.9100249577542,-0.04074188791801148,0,0.02220917340843509,0.2832980159264147,1728000.0,0.0012027929851007313
9,0.5470501701186993,-0.0313142286727472,nofiber,-0.3386845343447866,-0.029059440402586446,1,0.00040388489791985644,0.42594281365459835,43200.0,0.07269257404131246
10,1.3353865021126703,0.05803468829952679,nofiber,-1.9006789487513145,-0.034157234649406815,1,0.0001619525084394737,0.4511770662834503,86400.0,0.03587622828498771
11,3.0379968933112775,0.26223602456310674,nofiber,-9.994345387608798,-0.03786422787161115,1,0.0001335996086801536,0.4562501569332715,172800.0,0.011005287543735642
12,4.648604167323464,0.4620904539137546,nofiber,-23.636964739712592,-0.03944003987404276,1,0.00018552169978822098,0.44754718245642305,259200.0,0.005582655687298099
13,6.126595176268008,0.6585536447301313,nofiber,-41.41105940565295,-0.04102938824804624,1,0.0004227270468267219,0.4246308074520584,345600.0,0.0037312836923331094
14,7.556710078566652,0.8542027946315366,nofiber,-63.419200911922246,-0.0423603752627043,1,0.00032769921423335017,0.43189057510611284,432000.0,0.0032271727912193127
15,14.769481220131494,1.7345798904808503,nofiber,-242.8089034539243,-0.042991405667105125,1,0.0003840451192826022,0.42738602047739227,864000.0,0.0020415434837495194
16,20.913649001558653,2.3705794741073127,nofiber,-482.8161982986915,-0.04129690168319685,1,0.0007059097207745328,0.40949900258276417,1296000.0,0.0015283172573297144
