,amp,bias,dataset,murphy,r,smooth,spearman_p,spearman_rho,tau,wilmott
0,0.38770408842581805,-0.04235418815173649,nofiber,-0.1403219951569119,0.03088021788502334,0,1.8372783254805397e-07,0.593923341119798,43200.0,0.1268633535760506
1,1.8512227504731686,0.0791515917017568,nofiber,-3.360458559594205,0.031140079232354304,0,4.8404156491703166e-08,0.6155714434617073,86400.0,0.08534569079936072
2,5.8308825248614475,0.44681905045657855,nofiber,-35.23337684189667,0.027321628674199253,0,1.1908000235634206e-07,0.6011393752337678,172800.0,0.028925916538587226
3,9.203430587014394,0.8216436747376927,nofiber,-89.51592034500922,0.023792898265830344,0,3.0568937982619006e-07,0.5852203666429496,259200.0,0.01765219366413273
4,11.816400432833591,1.1580156745060635,nofiber,-149.55192709896943,0.02138307495820263,0,5.526421197396555e-07,0.5747680505627146,345600.0,0.013900861347143079
5,13.88096526884625,1.452170343604843,nofiber,-208.53191514706162,0.019846127917816255,0,5.717846850687289e-07,0.5741557810015293,432000.0,0.012095713116498596
6,20.039927270751704,2.4518870891145097,nofiber,-447.65013102258365,0.01762422944815098,0,3.169442035088925e-06,0.5416617607186229,864000.0,0.009248581041633508
7,23.17544162032336,3.0072910588028763,nofiber,-606.6214442032577,0.01769025563060121,0,5.078011961962165e-06,0.5320841154400813,1296000.0,0.008469998697133274
8,25.09067749514673,3.3546132210079382,nofiber,-716.164646853937,0.01800841241261075,0,5.873602076654068e-06,0.5290665011742393,1728000.0,0.00809551647054274
9,0.4143518910427044,-0.038425247332510404,nofiber,-0.1580293409361846,0.03033891899080484,1,2.2761546859062674e-08,0.6271325534847724,43200.0,0.1271480471289428
10,1.8966793882135786,0.08617449202085158,nofiber,-3.538121192338548,0.0308511106824564,1,8.209107040600212e-09,0.6420398206234783,86400.0,0.082973078795755
11,5.923027967242464,0.4592374360250637,nofiber,-36.41279826735218,0.026150434519224577,1,2.440583799800945e-08,0.6260833616626933,172800.0,0.027635611462109244
12,9.504741916729992,0.848257909546399,nofiber,-95.52885843042085,0.021445403478281243,1,9.859903176037407e-08,0.6042251987027139,259200.0,0.01620903987296296
13,12.414021077855377,1.2016699531788764,nofiber,-164.8858097139743,0.018255456165325177,1,2.3429905461902937e-07,0.5897988111491274,345600.0,0.012387045568455601
14,14.778343985787368,1.5120585097835897,nofiber,-235.70186499866915,0.016239730551188696,1,4.3267625605333396e-07,0.5791320276246573,432000.0,0.01050128432453512
