,amp,bias,dataset,murphy,r,smooth,spearman_p,spearman_rho,tau,wilmott
0,1.1653236165571694,0.007052024160926057,nofiber,-1.2780789367338157,0.03444836631627294,0,6.918892793538551e-08,0.6099298167907856,43200.0,0.11555268695316767
1,5.607442006378866,0.3450316774287796,nofiber,-32.00044514682243,0.03289165165751749,0,9.959698312432794e-09,0.639275022187596,86400.0,0.031195425584890524
2,17.659754072037195,1.4050355216189816,nofiber,-326.21401815071533,0.028514626837052495,0,1.4107184810651697e-07,0.5983404286683492,172800.0,0.009427505082751919
3,27.849865862445814,2.5000821231436112,nofiber,-822.8481332548363,0.02479285707558126,0,1.9250531421594845e-07,0.5931361373982741,259200.0,0.00588524383478739
4,35.727590030328976,3.487349544724803,nofiber,-1369.4633026490114,0.022212331841827238,0,4.6221467979367986e-07,0.5779605989888952,345600.0,0.004638627087249492
5,41.940291770716314,4.3524252140116815,nofiber,-1904.6067842296402,0.020501764653559858,0,5.607710697207814e-07,0.5745056493222066,432000.0,0.004019206710938028
6,60.41442554670796,7.296893394976858,nofiber,-4061.9049838161227,0.01755232108192604,0,2.884327908946163e-06,0.5435423029422636,864000.0,0.003033007211125982
7,69.7909744337869,8.933462777177859,nofiber,-5489.098644946672,0.017176764437597598,0,3.988876730145591e-06,0.5370260054696484,1296000.0,0.0027617023006411
8,75.51136242897765,9.956841744984946,nofiber,-6470.4400339537015,0.017220587320951143,0,3.7066291618658392e-06,0.538512945832527,1728000.0,0.002631443476225126
9,1.24877634614196,0.017783836904633876,nofiber,-1.4786216264497307,0.03334486670628482,1,3.1732163734420413e-09,0.655242151051306,43200.0,0.11161580298489482
10,5.743986543331098,0.3664265668129546,nofiber,-33.668177755994826,0.03216480382705374,1,8.165492800848675e-10,0.6730346957007294,86400.0,0.030064359203140545
11,17.930859756886914,1.4468832576947444,nofiber,-336.83360973123047,0.026897578739034003,1,2.1851402356567513e-08,0.6277445820476517,172800.0,0.008999708977113663
12,28.75649281256986,2.587972399600631,nofiber,-877.7626508034078,0.022002322133959685,1,4.943503117321377e-08,0.6152417128345434,259200.0,0.005396211199255374
13,37.54060979862023,3.62893273846356,nofiber,-1510.3231071882587,0.018653207279366264,1,1.8677795327777124e-07,0.5936458478300837,345600.0,0.004100307689492988
14,44.673604695552505,4.544635009021576,nofiber,-2154.897336183381,0.016483537237735588,1,4.2525782864417474e-07,0.579438041906097,432000.0,0.0034600834696120186
15,66.30452631994493,7.661667708869368,nofiber,-4851.145117823293,0.012874770975745992,1,1.7566088811813254e-06,0.5532519626800416,864000.0,0.0024883854470229005
16,77.20271000518517,9.38940665603177,nofiber,-6644.029986606539,0.012443408300744583,1,2.55976507907541e-06,0.5459076199254884,1296000.0,0.002249399706998001
17,83.77114536614091,10.467970891363901,nofiber,-7867.78139015396,0.012508331555174066,1,2.4760360321716673e-06,0.5465633648142878,1728000.0,0.0021422316607891956
18,1.2307665911748018,0.01878707272640315,nofiber,-1.4371861344141852,0.032640409996004496,2,1.906414309105311e-09,0.6620618978948196,43200.0,0.11196895106190108
19,5.583721873320875,0.3621358411133773,nofiber,-31.84642073365118,0.031477237831507035,2,4.903869813832018e-10,0.6794172792850434,86400.0,0.030697067819539958
20,17.267174383756213,1.408168756812893,nofiber,-312.6782326898927,0.026057005265353275,2,9.250475265743423e-09,0.6403348839126,172800.0,0.009225319489831518
21,27.767366596846724,2.5137906156357626,nofiber,-819.01106551503,0.02096394117419355,2,2.4335137706218018e-08,0.6261270779886132,259200.0,0.005485302566486161
22,36.40443398389932,3.5258535706767775,nofiber,-1420.6959684337273,0.01753795217608179,2,1.3150207731763926e-07,0.5995038355033582,345600.0,0.004136838429469547
23,43.47821951278517,4.418416381615419,nofiber,-2040.8592524274518,0.015369421294778007,2,3.476821016826344e-07,0.5829790643056136,432000.0,0.00347414173436833
24,65.10025424379677,7.469299284695289,nofiber,-4670.402593107092,0.012011523281289092,2,1.5676556724950683e-06,0.5554377789760395,864000.0,0.002486252123158117
25,76.02779573242108,9.167396509854564,nofiber,-6432.084294269835,0.01178251439080708,2,2.890000521483418e-06,0.5435032219998907,1296000.0,0.0022502894658466
26,82.61587224478872,10.229649206846979,nofiber,-7637.3101758502835,0.011978648112349487,2,5.022254702742788e-06,0.5323118425643811,1728000.0,0.002145859690680929
27,1.1954033024789295,0.01752957473242481,nofiber,-1.3540878997180186,0.03232848103152756,3,1.4076289423720714e-09,0.6660400835535358,43200.0,0.1132770379615603
28,5.382259345865297,0.35227218424837536,nofiber,-29.599172587521434,0.031095392631999636,3,3.622897000676975e-10,0.6831331669882398,86400.0,0.0317383429816438
29,16.479780660732878,1.3569805966248965,nofiber,-285.05614639945094,0.02575652242883364,3,5.432108428399751e-09,0.6478540919708329,172800.0,0.009631313846997225
30,26.429844522115758,2.415216408879116,nofiber,-742.8107202997844,0.02072681433733961,3,3.3393643783290306e-08,0.6213182821374178,259200.0,0.005756614328347509
31,34.62668858658627,3.3850934296492596,nofiber,-1286.9284167849444,0.017373081966636467,3,8.499668546937641e-08,0.6066295966283115,345600.0,0.004352380565119773
32,41.35066511627819,4.2420468498896104,nofiber,-1848.5736722633744,0.015283193317533703,3,2.4036806177517293e-07,0.5893616478899277,432000.0,0.003663029961483155
33,61.96481067619472,7.183396591332455,nofiber,-4239.459193931194,0.012257850526465167,3,1.0433994109424675e-06,0.5631318523379523,864000.0,0.0026409952047931062
34,72.42333532548795,8.82806852471438,nofiber,-5849.524824011715,0.012227640718610771,3,3.2456006729055305e-06,0.5411862567261329,1296000.0,0.0023981897314031553
35,78.74493125290917,9.85928536791271,nofiber,-6954.827352064952,0.012546082805129389,3,4.833961375041595e-06,0.5330987364309404,1728000.0,0.0022905292617677597
36,1.1613307583811399,0.015975060425014904,nofiber,-1.2758605311522229,0.032210245636922305,4,1.639958577858595e-09,0.6640439786143894,43200.0,0.11462612232616343
37,5.200878646100613,0.3424744775404411,nofiber,-27.640100354619495,0.03088706152197662,4,3.9863169383876513e-10,0.6819657132180755,86400.0,0.032795622241675315
38,15.780677900086854,1.3104948898538566,nofiber,-261.576707364574,0.02568177073671307,4,5.063127946070352e-09,0.6488323599751629,172800.0,0.010060041066388026
39,25.206137228081783,2.3259837343436667,nofiber,-676.3810639667927,0.020776966662314985,4,3.510568689485002e-08,0.6205509885395898,259200.0,0.006065154222140601
40,32.95356551875151,3.2572148219213646,nofiber,-1167.3001600100167,0.01752218709996754,4,8.465570507631107e-08,0.6066944278825933,345600.0,0.004609018724655911
41,39.30558271514251,4.081257397416519,nofiber,-1673.260207479466,0.015516730120417401,4,2.7263239035718195e-07,0.5871990775576078,432000.0,0.0038938325026778298
42,58.80735537519244,6.920156984742065,nofiber,-3829.265975152695,0.012786437185929561,4,1.0641366876936648e-06,0.562764322329655,864000.0,0.0028340587121971073
43,68.74013990943378,8.514197851278961,nofiber,-5287.250944551665,0.012920663720976604,4,2.6075968402765976e-06,0.5455419724909907,1296000.0,0.002581472782745897
44,74.76234020207745,9.515768648845516,nofiber,-6291.686138343521,0.013338694962594735,4,3.652458611455886e-06,0.5388103941276549,1728000.0,0.0024685868381404408
45,1.1325563002886845,0.014611759896124978,nofiber,-1.2114276303372034,0.03219121098024749,5,1.7239167908607004e-09,0.6633883053971813,43200.0,0.11578208966007686
46,5.052261557881069,0.33415105837274073,nofiber,-26.08275202717954,0.0307815851795664,5,4.000576281515683e-10,0.6819220016702616,86400.0,0.033737577038669087
47,15.209828677307215,1.2720251938289817,nofiber,-243.14136672025006,0.02571616229937216,5,5.063127946070352e-09,0.6488323599751629,172800.0,0.010455636934541213
48,24.193391069903047,2.2521812662716156,nofiber,-623.7578786626078,0.020945298230569745,5,2.744310301341058e-08,0.6243101816515825,259200.0,0.006360905882618284
49,31.552691084442735,3.1512793867571958,nofiber,-1071.6871609826087,0.01778719384687744,5,9.611445895580355e-08,0.6046399851353415,345600.0,0.004859989075729043
50,37.57909574847972,3.947868061809839,nofiber,-1532.21785325454,0.01585710498116944,5,2.2401092727661484e-07,0.5905648667392757,432000.0,0.004121919413408448
51,56.09630059714752,6.700970240650957,nofiber,-3494.5392441267486,0.013365510225065725,5,1.0298184868071612e-06,0.5633762839990493,864000.0,0.0030264393150660762
52,65.56226677746255,8.252450484193648,nofiber,-4826.310931385371,0.013626385348643993,5,1.937631537656173e-06,0.5513556083502353,1296000.0,0.002763380253187453
53,71.31876567323624,9.22904810656502,nofiber,-5746.823752882995,0.01411992375489516,5,3.1918888945766143e-06,0.5415205100921148,1728000.0,0.0026446904853896225
54,1.0593074882102722,0.011552287676423781,nofiber,-1.0540960208180157,0.032603524172761786,10,1.2752784923465762e-09,0.667322297887224,43200.0,0.1186654907748188
55,4.6855219081120225,0.31289857250887665,nofiber,-22.42588565175971,0.030915810983372587,10,4.4519825846274767e-10,0.6806097371246707,86400.0,0.03639767887933909
56,13.748009879702918,1.1684614515775709,nofiber,-198.89800296600842,0.02650332962915127,10,5.668483884212369e-09,0.6472600129859476,172800.0,0.011721212019842775
57,21.502421583919354,2.0492771233605276,nofiber,-494.0571420747988,0.022320531606537745,10,2.6504467516086624e-08,0.6248374592727566,259200.0,0.007392816309138572
58,27.737221554617406,2.856875957075847,nofiber,-831.7499645577885,0.01952930581534039,10,8.081904032315676e-08,0.60744140395531,345600.0,0.0057705431789786266
59,32.800567489825184,3.574846177843115,nofiber,-1174.1028557154925,0.017837782753663173,10,2.6571881287052006e-07,0.5876413711442464,432000.0,0.0049665562749071634
